Unnamed: 0,Datetime,pol
,2021-06-10 00:00:00,22.89002585377585
,2021-06-11 00:00:00,23.139152591296167
,2021-06-12 00:00:00,11.62673851611348
,2021-06-13 00:00:00,28.77992303992316
,2021-06-14 00:00:00,57.490713083213606
,2021-06-15 00:00:00,46.76028832972616
,2021-06-16 00:00:00,28.360200817701006
,2021-06-17 00:00:00,13.831393698893631
,2021-06-18 00:00:00,13.293224206349212
,2021-06-19 00:00:00,24.83782753126503
,2021-06-20 00:00:00,21.641848845598872
,2021-06-21 00:00:00,22.772268237934902
,2021-06-22 00:00:00,19.63258398528513
,2021-06-23 00:00:00,21.77293017498377
,2021-06-24 00:00:00,23.897211099086107
,2021-06-25 00:00:00,14.500781259394534
,2021-06-26 00:00:00,22.74215509822932
,2021-06-27 00:00:00,29.046570316257828
,2021-06-28 00:00:00,17.09519143819142
,2021-06-29 00:00:00,32.85696458633958
,2021-06-30 00:00:00,6.128627946127946
,2021-07-01 00:00:00,15.96485088985088
,2021-07-02 00:00:00,24.265493798529533
,2021-07-03 00:00:00,24.369303000240528
,2021-07-04 00:00:00,16.78985990860991
,2021-07-05 00:00:00,12.516299340127462
,2021-07-06 00:00:00,35.14034331409329
,2021-07-07 00:00:00,28.96892010932188
,2021-07-08 00:00:00,26.46929751382878
,2021-07-09 00:00:00,19.144257455507475
,2021-07-10 00:00:00,18.04380367664745
,2021-07-11 00:00:00,19.0683021434584
,2021-07-12 00:00:00,7.399917628667629
,2021-07-13 00:00:00,13.349357563732568
,2021-07-14 00:00:00,16.447726791844225
,2021-07-15 00:00:00,25.12883631703945
,2021-07-16 00:00:00,14.342491131553643
,2021-07-17 00:00:00,15.096593915343922
,2021-07-18 00:00:00,19.506776845839354
,2021-07-19 00:00:00,15.905058321308315
,2021-07-20 00:00:00,11.455368341149596
,2021-07-21 00:00:00,34.62498226310725
,2021-07-22 00:00:00,18.21984367484368
,2021-07-23 00:00:00,27.4709781595719
,2021-07-24 00:00:00,25.033756012506007
,2021-07-25 00:00:00,21.698593018671147
,2021-07-26 00:00:00,18.928075445677013
,2021-07-27 00:00:00,20.17558501683502
,2021-07-28 00:00:00,25.198643278018253
,2021-07-29 00:00:00,20.30796506734008
,2021-07-30 00:00:00,24.38784620009621
,2021-07-31 00:00:00,24.930593073593048
,2021-08-01 00:00:00,10.211195887445893
,2021-08-02 00:00:00,15.674017556517564
,2021-08-03 00:00:00,8.77976972101972
,2021-08-04 00:00:00,23.976663263158777
,2021-08-05 00:00:00,22.572603715728743
,2021-08-06 00:00:00,19.841228805916305
,2021-08-07 00:00:00,25.383524831649847
,2021-08-08 00:00:00,12.96441702741702
,2021-08-09 00:00:00,23.955649350649363
,2021-08-10 00:00:00,12.45942300610269
,2021-08-11 00:00:00,20.15120791245792
,2021-08-12 00:00:00,14.115960610569976
,2021-08-13 00:00:00,23.909433772246278
,2021-08-14 00:00:00,15.719417989417988
,2021-08-15 00:00:00,11.088774440836945
,2021-08-16 00:00:00,10.5930784030784
,2021-08-17 00:00:00,9.099505110630096
,2021-08-18 00:00:00,16.976047378547392
,2021-08-19 00:00:00,14.08389971139969
,2021-08-20 00:00:00,22.46983884604981
,2021-08-21 00:00:00,17.61425805675806
,2021-08-22 00:00:00,6.488872655122658
,2021-08-23 00:00:00,22.16043530543532
,2021-08-24 00:00:00,8.870509559884557
,2021-08-25 00:00:00,14.643583243145727
,2021-08-26 00:00:00,4.794246031746028
,2021-08-27 00:00:00,16.64102708633961
,2021-08-28 00:00:00,13.846556036556027
,2021-08-29 00:00:00,14.34614237614236
,2021-08-30 00:00:00,6.372248526936013
,2021-08-30 00:00:00,6.372248526936013
,2021-08-31 00:00:00,1.3493385921287722
,2021-09-01 00:00:00,14.799781445406428
,2021-09-02 00:00:00,18.255572540885037
,2021-09-03 00:00:00,16.826339210557965
,2021-09-04 00:00:00,9.573878667628662
,2021-09-05 00:00:00,16.969666587752528
,2021-09-06 00:00:00,24.65518488455992
,2021-09-07 00:00:00,17.84933246151995
,2021-09-08 00:00:00,11.073309033766789
,2021-09-09 00:00:00,17.32643232924484
,2021-09-10 00:00:00,-0.3745054713804715
,2021-09-11 00:00:00,4.642941798941799
,2021-09-12 00:00:00,15.532370731120722
,2021-09-13 00:00:00,10.074127916065402
,2021-09-14 00:00:00,24.775868205868235
,2021-09-15 00:00:00,12.389486231361223
,2021-09-16 00:00:00,9.429254208754193
,2021-09-17 00:00:00,9.949533579846063
,2021-09-18 00:00:00,14.673930675805671
,2021-09-19 00:00:00,13.142321909571894
,2021-09-20 00:00:00,-3.8187729226791776
,2021-09-21 00:00:00,0.6219388944388962
,2021-09-22 00:00:00,14.416577305796048
,2021-09-23 00:00:00,20.196448863636373
,2021-09-24 00:00:00,15.298749865792283
,2021-09-25 00:00:00,10.713881673881666
,2021-09-26 00:00:00,11.55866766624578
,2021-09-27 00:00:00,10.8126782801978
,2021-09-28 00:00:00,9.671606240981236
,2021-09-29 00:00:00,13.00922120868548
,2021-09-30 00:00:00,15.547815656565644
,2021-10-01 00:00:00,20.55377254689757
,2021-10-02 00:00:00,11.221853655603644
,2021-10-03 00:00:00,17.31581179165163
,2021-10-04 00:00:00,12.161903559403545
,2021-10-05 00:00:00,21.825555194805208
,2021-10-06 00:00:00,22.803426767676804
,2021-10-07 00:00:00,13.272157828282822
,2021-10-08 00:00:00,11.04104257779258
,2021-10-09 00:00:00,15.893121031746022
,2021-10-10 00:00:00,14.051112914862896
,2021-10-11 00:00:00,14.72152356902356
,2021-10-12 00:00:00,7.352132635882632
,2021-10-13 00:00:00,11.580933631328154
,2021-10-14 00:00:00,13.553873256373212
,2021-10-15 00:00:00,21.665754569504585
,2021-10-16 00:00:00,15.874193873256353
,2021-10-17 00:00:00,8.286672679172673
,2021-10-18 00:00:00,13.812551948051937
,2021-10-19 00:00:00,26.7863173400674
,2021-10-20 00:00:00,24.626668049543085
,2021-10-21 00:00:00,15.5813072089947
,2021-10-22 00:00:00,7.611216931216925
,2021-10-23 00:00:00,11.68414761453823
,2021-10-24 00:00:00,18.548333333333336
,2021-10-25 00:00:00,23.98948112073112
,2021-10-26 00:00:00,12.5126533189033
,2021-10-27 00:00:00,12.896462542087532
,2021-10-28 00:00:00,20.513611577080358
,2021-10-29 00:00:00,14.917015993265982
,2021-10-30 00:00:00,4.669678481240977
,2021-10-31 00:00:00,7.956562590187583
,2021-11-01 00:00:00,13.43001157407406
,2021-11-02 00:00:00,21.469139309764337
,2021-11-03 00:00:00,14.940680856180832
,2021-11-04 00:00:00,15.60019824359667
,2021-11-05 00:00:00,10.593762475949973
,2021-11-06 00:00:00,15.687401597823465
,2021-11-07 00:00:00,14.678961219336204
,2021-11-08 00:00:00,28.87417479482324
,2021-11-09 00:00:00,19.01954082491581
,2021-11-10 00:00:00,12.10737605195368
,2021-11-11 00:00:00,8.740017610083216
,2021-11-12 00:00:00,7.099569384319381
,2021-11-13 00:00:00,14.68025974025973
,2021-11-14 00:00:00,17.654869528619518
,2021-11-15 00:00:00,13.300362478956217
,2021-11-16 00:00:00,6.848016714766704
,2021-11-17 00:00:00,10.575079888195898
,2021-11-18 00:00:00,17.760063545260074
,2021-11-19 00:00:00,16.916487799310058
,2021-11-20 00:00:00,17.56364440536317
,2021-11-21 00:00:00,21.93938326719577
,2021-11-22 00:00:00,2.982231331168827
,2021-11-23 00:00:00,18.690348965848987
,2021-11-24 00:00:00,25.16371061808563
,2021-11-25 00:00:00,11.36005037352692
,2021-11-26 00:00:00,3.97688988095238
,2021-11-27 00:00:00,14.677990785834526
,2021-11-28 00:00:00,13.222893759018747
,2021-11-29 00:00:00,24.89145951412648
,2021-11-30 00:00:00,27.896860212366704
,2021-12-01 00:00:00,41.66303356645888
,2021-12-02 00:00:00,16.504313605754202
,2021-12-03 00:00:00,19.812978159219632
,2021-12-04 00:00:00,7.421968568468564
,2021-12-05 00:00:00,20.490773358585876
,2021-12-06 00:00:00,21.60995230567861
,2021-12-07 00:00:00,32.74075085642983
,2021-12-08 00:00:00,21.700010431463088
,2021-12-09 00:00:00,24.12077958129473
,2021-12-10 00:00:00,23.17580908778547
,2021-12-11 00:00:00,18.500176091152404
,2021-12-12 00:00:00,14.72969636844636
,2021-12-13 00:00:00,13.953137025012031
,2021-12-14 00:00:00,10.942349086099068
,2021-12-15 00:00:00,9.160408211580076
,2021-12-16 00:00:00,19.349765211640246
,2021-12-17 00:00:00,9.707115199615192
,2021-12-18 00:00:00,9.64054653679652
,2021-12-19 00:00:00,9.41371723184222
,2021-12-20 00:00:00,8.902561846600651
,2021-12-21 00:00:00,18.561543049543047
,2021-12-22 00:00:00,14.904231706833016
,2021-12-23 00:00:00,27.21126303198937
,2021-12-24 00:00:00,42.718245099807625
,2021-12-25 00:00:00,21.608928571428574
,2021-12-26 00:00:00,18.403056156806148
,2021-12-27 00:00:00,19.171833213083204
,2021-12-28 00:00:00,16.13207972582972
,2021-12-29 00:00:00,11.595228174603164
,2021-12-30 00:00:00,8.413339195526687
,2021-12-31 00:00:00,13.9706764069264
